,dataset,file,model,time,gap%,nodes,is_feasible,obtimal%,dev_best%,solution_count,all_solutions
0,KSD15_d_ConsProd,ConsProd_j3032_1.rcp,dt,44.218291997909546,1.0,1.0,True,1339.0,0.0,1,[1339]
1,KSD15_d_ConsProd,ConsProd_j301_9.rcp,dt,145.00765800476074,,1.0,True,inf,,0,None
2,KSD15_d_ConsProd,ConsProd_j3043_8.rcp,dt,103.09363389015198,0.17905405405405406,1.0,True,1184.0,0.0,1,[1184]
3,KSD15_d_ConsProd,ConsProd_j308_10.rcp,dt,161.06918096542358,,1.0,True,inf,,0,None
4,KSD15_d_ConsProd,ConsProd_j3021_6.rcp,dt,84.06462979316711,0.6953255425709516,1.0,True,1198.0,0.0,1,[1198]
5,KSD15_d_ConsProd,ConsProd_j304_9.rcp,dt,42.117998123168945,0.0,1.0,True,235.0,0.0,1,[235]
6,KSD15_d_ConsProd,ConsProd_j3047_4.rcp,dt,242.0657000541687,,1.0,True,inf,,0,None
7,KSD15_d_ConsProd,ConsProd_j3035_4.rcp,dt,216.59795689582825,0.0,1.0,True,473.0,28.118393234672304,2,"[473, 739]"
8,KSD15_d_ConsProd,ConsProd_j3020_2.rcp,dt,174.05721807479858,0.5015739769150052,1.0,True,953.0,0.0,1,[953]
9,KSD15_d_ConsProd,ConsProd_j3040_1.rcp,dt,55.018868923187256,0.35546875,1.0,True,1280.0,0.0,1,[1280]
10,KSD15_d_ConsProd,ConsProd_j3026_2.rcp,dt,205.08939599990845,,1.0,True,inf,,0,None
11,KSD15_d_ConsProd,ConsProd_j3020_6.rcp,dt,89.05237603187561,0.5186915887850467,1.0,True,856.0,0.0,1,[856]
12,KSD15_d_ConsProd,ConsProd_j3027_10.rcp,dt,69.0622980594635,0.7132644956314536,1.0,True,1259.0,0.0,1,[1259]
13,KSD15_d_ConsProd,ConsProd_j3030_7.rcp,dt,65.0063328742981,,1.0,True,inf,,0,None
14,KSD15_d_ConsProd,ConsProd_j3037_5.rcp,dt,41.04661703109741,,1.0,True,inf,,0,None
15,KSD15_d_ConsProd,ConsProd_j3027_6.rcp,dt,121.0289659500122,0.5766974015088012,1.0,True,1193.0,0.0,1,[1193]
16,KSD15_d_ConsProd,ConsProd_j3010_9.rcp,dt,111.03284001350403,0.7099911582670203,1.0,True,1131.0,0.04420866489832007,2,"[1131, 1132]"
17,KSD15_d_ConsProd,ConsProd_j3018_1.rcp,dt,220.02394580841064,0.6704225352112676,1.0,True,710.0,0.0,1,[710]
18,KSD15_d_ConsProd,ConsProd_j3034_9.rcp,dt,203.0247631072998,0.14914772727272727,1.0,True,704.0,0.0,1,[704]
19,KSD15_d_ConsProd,ConsProd_j3027_5.rcp,dt,188.0277280807495,0.3962848297213621,1.0,True,969.0,0.0,1,[969]
20,KSD15_d_ConsProd,ConsProd_j3032_8.rcp,dt,217.04518508911133,0.4766118836915296,1.0,True,791.0,0.0,1,[791]
21,KSD15_d_ConsProd,ConsProd_j3043_5.rcp,dt,228.01259112358093,0.31693198263386396,1.0,True,691.0,0.0,1,[691]
22,KSD15_d_ConsProd,ConsProd_j3032_7.rcp,dt,90.13128089904785,0.7262295081967213,1.0,True,1220.0,0.0,1,[1220]
23,KSD15_d_ConsProd,ConsProd_j3039_10.rcp,dt,170.06142401695251,,1.0,True,inf,,0,None
24,KSD15_d_ConsProd,ConsProd_j3042_7.rcp,dt,213.02630496025085,0.20271800679501698,1.0,True,883.0,0.0,1,[883]
25,KSD15_d_ConsProd,ConsProd_j3016_6.rcp,dt,227.4389410018921,0.0,1.0,True,435.0,33.2183908045977,4,"[435, 593, 594, 696]"
26,KSD15_d_ConsProd,ConsProd_j3027_3.rcp,dt,214.02425503730774,0.6261808367071525,1.0,True,741.0,0.0,1,[741]
27,KSD15_d_ConsProd,ConsProd_j3017_4.rcp,dt,165.04895091056824,0.5045685279187817,1.0,True,985.0,0.0,1,[985]
28,KSD15_d_ConsProd,ConsProd_j3023_8.rcp,dt,170.0186939239502,0.23598435462842243,1.0,True,767.0,0.0,1,[767]
29,KSD15_d_ConsProd,ConsProd_j3035_6.rcp,dt,132.27802109718323,0.0,1.0,True,327.0,81.03975535168196,2,"[327, 857]"
30,KSD15_d_ConsProd,ConsProd_j3020_3.rcp,dt,58.00915288925171,0.6101304681504222,1.0,True,1303.0,0.0,1,[1303]
31,KSD15_d_ConsProd,ConsProd_j3045_8.rcp,dt,213.0545699596405,,1.0,True,inf,,0,None
32,KSD15_d_ConsProd,ConsProd_j3016_8.rcp,dt,211.05854392051697,0.5823754789272031,1.0,True,783.0,0.0,1,[783]
33,KSD15_d_ConsProd,ConsProd_j3017_7.rcp,dt,186.0243170261383,0.4737406216505895,1.0,True,933.0,0.0,1,[933]
34,KSD15_d_ConsProd,ConsProd_j3031_4.rcp,dt,0.30826807022094727,,,False,,,,None
35,KSD15_d_ConsProd,ConsProd_j306_10.rcp,dt,157.0361659526825,,1.0,True,inf,,0,None
36,KSD15_d_ConsProd,ConsProd_j3039_8.rcp,dt,133.01525402069092,0.4152617568766633,1.0,True,1127.0,0.0,1,[1127]
37,KSD15_d_ConsProd,ConsProd_j3045_2.rcp,dt,166.09418296813965,0.03919694072657744,1.0,True,1046.0,0.0,1,[1046]
38,KSD15_d_ConsProd,ConsProd_j3042_8.rcp,dt,168.0355830192566,0.28558951965065504,1.0,True,1145.0,0.043668122270742356,2,"[1145, 1146]"
39,KSD15_d_ConsProd,ConsProd_j3012_8.rcp,dt,97.13417792320251,0.39487179487179486,1.0,True,585.0,0.0,1,[585]
40,KSD15_d_ConsProd,ConsProd_j3013_4.rcp,dt,189.03216695785522,0.6071019473081328,1.0,True,873.0,0.0,1,[873]
41,KSD15_d_ConsProd,ConsProd_j301_5.rcp,dt,60.88176608085632,0.0,1.0,True,355.0,0.0,1,[355]
42,KSD15_d_ConsProd,ConsProd_j305_5.rcp,dt,140.01659488677979,0.3994614003590664,1.0,True,1114.0,0.0,1,[1114]
43,KSD15_d_ConsProd,ConsProd_j3023_1.rcp,dt,99.01653003692627,0.5782945736434046,1.0,True,1290.0,0.0,1,[1290]
44,KSD15_d_ConsProd,ConsProd_j305_1.rcp,dt,144.06073808670044,,1.0,True,inf,,0,None
45,KSD15_d_ConsProd,ConsProd_j3045_1.rcp,dt,148.0655539035797,0.36606291706387034,1.0,True,1049.0,0.0,1,[1049]
46,KSD15_d_ConsProd,ConsProd_j306_4.rcp,dt,93.06528496742249,,1.0,True,inf,,0,None
47,KSD15_d_ConsProd,ConsProd_j3017_3.rcp,dt,140.16088700294495,,1.0,True,inf,,0,None
48,KSD15_d_ConsProd,ConsProd_j3019_9.rcp,dt,22.030590057373047,1.0,1.0,True,1411.0,0.0,1,[1411]
