,dataset,file,model,time,gap%,nodes,is_feasible,obtimal%,dev_best%,solution_count,all_solutions
0,KSD30_ConsProd,ConsProd_j3039_8.rcp,ddt,24.854623079299927,0.0,1.0,True,180.0,5.0,2,"[180, 198]"
1,KSD30_ConsProd,ConsProd_j3045_2.rcp,ddt,32.52877497673035,0.0,1.0,True,142.0,8.685446009389672,3,"[142, 158, 163]"
2,KSD30_ConsProd,ConsProd_j3038_2.rcp,ddt,10.189658880233765,0.0,1.0,True,131.0,0.0,1,[131]
3,KSD30_ConsProd,ConsProd_j3012_7.rcp,ddt,28.278707027435303,0.0,1.0,True,118.0,35.16949152542373,2,"[118, 201]"
4,KSD30_ConsProd,ConsProd_j3013_3.rcp,ddt,16.893333911895752,0.0,1.0,True,130.0,16.923076923076923,2,"[130, 174]"
5,KSD30_ConsProd,ConsProd_j301_4.rcp,ddt,16.851826906204224,0.0,1.0,True,90.0,51.111111111111114,2,"[90, 182]"
6,KSD30_ConsProd,ConsProd_j305_6.rcp,ddt,13.183057069778442,0.0,1.0,True,80.0,58.125,2,"[80, 173]"
7,KSD30_ConsProd,ConsProd_j3022_9.rcp,ddt,7.834611892700195,0.0,1.0,True,121.0,22.31404958677686,2,"[121, 175]"
8,KSD30_ConsProd,ConsProd_j309_9.rcp,ddt,5.128216981887817,0.0,1.0,True,102.0,2.2875816993464055,3,"[102, 103, 108]"
9,KSD30_ConsProd,ConsProd_j3045_1.rcp,ddt,10.044317960739136,0.0,1.0,True,115.0,14.782608695652174,2,"[115, 149]"
10,KSD30_ConsProd,ConsProd_j306_5.rcp,ddt,25.424787044525146,0.0,1.0,True,106.0,42.45283018867924,2,"[106, 196]"
11,KSD30_ConsProd,ConsProd_j3017_2.rcp,ddt,8.488332033157349,0.0,1.0,True,147.0,0.0,1,[147]
12,KSD30_ConsProd,ConsProd_j3019_8.rcp,ddt,13.470482110977173,0.0,1.0,True,123.0,22.764227642276424,2,"[123, 179]"
13,KSD30_ConsProd,ConsProd_j3018_5.rcp,ddt,12.295435905456543,0.0,1.0,True,126.0,0.0,1,[126]
14,KSD30_ConsProd,ConsProd_j3039_7.rcp,ddt,4.023229122161865,0.0,1.0,True,108.0,6.481481481481482,3,"[108, 110, 127]"
15,KSD30_ConsProd,ConsProd_j3044_9.rcp,ddt,5.03216814994812,0.0,1.0,True,124.0,0.0,1,[124]
16,KSD30_ConsProd,ConsProd_j3048_10.rcp,ddt,13.952719926834106,0.0,1.0,True,128.0,0.390625,2,"[128, 129]"
17,KSD30_ConsProd,ConsProd_j304_10.rcp,ddt,5.657752990722656,0.0,1.0,True,99.0,27.77777777777778,2,"[99, 154]"
18,KSD30_ConsProd,ConsProd_j3037_4.rcp,ddt,19.26541304588318,0.0,1.0,True,158.0,12.236286919831223,3,"[158, 186, 188]"
19,KSD30_ConsProd,ConsProd_j3045_10.rcp,ddt,14.04904294013977,0.0,1.0,True,137.0,7.664233576642336,2,"[137, 158]"
20,KSD30_ConsProd,ConsProd_j3030_1.rcp,ddt,7.092684030532837,0.0,1.0,True,108.0,0.0,1,[108]
21,KSD30_ConsProd,ConsProd_j3047_3.rcp,ddt,32.98704409599304,0.0,1.0,True,130.0,20.76923076923077,2,"[130, 184]"
22,KSD30_ConsProd,ConsProd_j3028_10.rcp,ddt,13.58541989326477,0.0,1.0,True,134.0,0.0,1,[134]
23,KSD30_ConsProd,ConsProd_j302_6.rcp,ddt,5.185231924057007,0.0,1.0,True,107.0,0.0,1,[107]
24,KSD30_ConsProd,ConsProd_j3021_8.rcp,ddt,7.010483026504517,0.0,1.0,True,139.0,0.0,1,[139]
25,KSD30_ConsProd,ConsProd_j3022_6.rcp,ddt,12.67526388168335,0.0,1.0,True,106.0,26.41509433962264,2,"[106, 162]"
26,KSD30_ConsProd,ConsProd_j305_5.rcp,ddt,10.828162908554077,0.0,1.0,True,104.0,29.807692307692307,2,"[104, 166]"
27,KSD30_ConsProd,ConsProd_j3010_6.rcp,ddt,4.572512865066528,0.0,1.0,True,128.0,0.390625,2,"[128, 129]"
28,KSD30_ConsProd,ConsProd_j3014_3.rcp,ddt,15.509797811508179,0.0,1.0,True,100.0,16.0,2,"[100, 132]"
29,KSD30_ConsProd,ConsProd_j3042_2.rcp,ddt,11.399008989334106,0.0,1.0,True,126.0,13.227513227513228,3,"[126, 150, 152]"
30,KSD30_ConsProd,ConsProd_j3024_5.rcp,ddt,8.181341886520386,0.0,1.0,True,123.0,16.260162601626018,2,"[123, 163]"
31,KSD30_ConsProd,ConsProd_j306_7.rcp,ddt,4.643827199935913,0.0,1.0,True,120.0,11.25,2,"[120, 147]"
32,KSD30_ConsProd,ConsProd_j3042_6.rcp,ddt,13.103041172027588,0.0,1.0,True,129.0,13.953488372093023,2,"[129, 165]"
33,KSD30_ConsProd,ConsProd_j302_9.rcp,ddt,15.599671840667725,0.0,1.0,True,121.0,0.0,1,[121]
34,KSD30_ConsProd,ConsProd_j3011_2.rcp,ddt,24.429821014404297,0.0,1.0,True,104.0,0.0,1,[104]
35,KSD30_ConsProd,ConsProd_j3037_7.rcp,ddt,11.969851016998291,0.0,1.0,True,123.0,0.0,1,[123]
36,KSD30_ConsProd,ConsProd_j3013_9.rcp,ddt,11.073920965194702,0.0,1.0,True,106.0,0.0,1,[106]
37,KSD30_ConsProd,ConsProd_j3037_10.rcp,ddt,5.250516891479492,0.0,1.0,True,141.0,7.801418439716312,6,"[141, 144, 154, 156, 158, 159]"
38,KSD30_ConsProd,ConsProd_j302_3.rcp,ddt,10.642266988754272,0.0,1.0,True,107.0,0.0,1,[107]
