,dataset,file,model,time,gap%,nodes,is_feasible,obtimal%,dev_best%,solution_count,all_solutions
0,Pack_d_ConsProd,ConsProd_Pack032.rcp,fct,285.1579999923706,0.9996850393700787,21213.0,True,3175.0,15.128608923882025,9,"[3175, 3198, 3204, 3430, 3896, 3902, 4025, 4028, 4036]"
1,Pack_d_ConsProd,ConsProd_Pack030.rcp,fct,277.03400015830994,0.9983079526226735,9732.0,True,591.0,11.827411167512691,10,"[591, 600, 607, 663, 671, 680, 684, 702, 704, 707]"
2,Pack_d_ConsProd,ConsProd_Pack006.rcp,fct,280.03799986839294,0.9991063449508489,10069.0,True,1119.0,13.100983019546469,10,"[1119, 1122, 1123, 1124, 1131, 1134, 1384, 1389, 1399, 1729]"
3,Pack_d_ConsProd,ConsProd_Pack009.rcp,fct,278.0400002002716,,10216.0,True,inf,,0,None
4,Pack_d_ConsProd,ConsProd_Pack025.rcp,fct,240.05200004577637,0.9996761658031088,1.0,True,3088.0,1.797279792746114,2,"[3088, 3199]"
5,Pack_d_ConsProd,ConsProd_Pack003.rcp,fct,226.0590000152588,0.9990867579908675,629.0,True,1095.0,50.93607305933015,4,"[1095, 1789, 1805, 1919]"
6,Pack_d_ConsProd,ConsProd_Pack004.rcp,fct,248.05299997329712,0.9994435169727324,1476.0,True,1797.0,15.062140604700893,3,"[1797, 2057, 2348]"
7,Pack_d_ConsProd,ConsProd_Pack042.rcp,fct,220.0329999923706,0.9994939271255061,70.0,True,1976.0,0.13917004045585485,4,"[1976, 1977, 1979, 1980]"
8,Pack_d_ConsProd,ConsProd_Pack014.rcp,fct,272.02500009536743,0.9994199535962877,4072.0,True,1724.0,11.883700696052736,8,"[1724, 1809, 1812, 1813, 1878, 2065, 2068, 2259]"
9,Pack_d_ConsProd,ConsProd_Pack013.rcp,fct,287.12400007247925,0.9988584474884702,20473.0,True,875.9999999122999,10.114155260120988,10,"[875, 881, 899, 912, 913, 918, 921, 926, 1199, 1200]"
10,Pack_d_ConsProd,ConsProd_Pack012.rcp,fct,265.02500009536743,,1352.0,True,inf,,0,None
11,Pack_d_ConsProd,ConsProd_Pack020.rcp,fct,231.01699995994568,0.9996866186148543,1.0,True,3191.0,0.0,1,[3191]
12,Pack_d_ConsProd,ConsProd_Pack053.rcp,fct,285.0259997844696,0.9996243425995492,24639.0,True,2662.0,14.117205108936837,10,"[2662, 2666, 2859, 2874, 2941, 2982, 2984, 3243, 3293, 3869]"
13,Pack_d_ConsProd,ConsProd_Pack049.rcp,fct,250.0460000038147,0.9994128009395185,402.0,True,1703.0,1.6637306713397684,3,"[1703, 1712, 1777]"
14,Pack_d_ConsProd,ConsProd_Pack027.rcp,fct,248.03199982643127,0.9996776273372018,61.0,True,3102.0,3.5998280678874948,3,"[3102, 3267, 3270]"
15,Pack_d_ConsProd,ConsProd_Pack010.rcp,fct,284.02300000190735,0.9991869918699187,16563.0,True,1230.0,8.59078590785879,9,"[1230, 1233, 1234, 1243, 1251, 1452, 1454, 1458, 1464]"
16,Pack_d_ConsProd,ConsProd_Pack023.rcp,fct,270.02999997138977,0.9991638795986622,3369.0,True,1196.0,27.015050167218416,10,"[1196, 1237, 1324, 1359, 1537, 1565, 1681, 1728, 1734, 1828]"
