,dataset,file,model,time,gap%,nodes,is_feasible,obtimal%,dev_best%,solution_count,all_solutions
0,KSD30_ConsProd,ConsProd_j3028_2.rcp,fct,270.0182042121887,0.025423728813559324,4132.0,True,118.0,7.384987893462311,7,"[118, 119, 120, 125, 134, 135, 135]"
1,KSD30_ConsProd,ConsProd_j3011_6.rcp,fct,270.0290410518646,0.5480769230769231,2824.0,True,104.0,12.82051282050923,6,"[104, 108, 109, 111, 125, 145]"
2,KSD30_ConsProd,ConsProd_j3012_4.rcp,fct,269.0093810558319,0.5522388059701493,2802.0,True,134.0,27.11442786067619,3,"[134, 173, 202]"
3,KSD30_ConsProd,ConsProd_j3040_10.rcp,fct,270.0153248310089,0.21481481481481482,5673.0,True,135.0,3.2098765432097642,3,"[135, 140, 141]"
4,KSD30_ConsProd,ConsProd_j301_7.rcp,fct,1.0872180461883545,,,False,,,,None
5,KSD30_ConsProd,ConsProd_j3019_5.rcp,fct,20.29564094543457,0.0,1.0,True,132.0,4.545454545454546,2,"[132, 144]"
6,KSD30_ConsProd,ConsProd_j3018_8.rcp,fct,44.9363169670105,0.0,2211.0,True,97.0,23.711340206185568,2,"[97, 143]"
7,KSD30_ConsProd,ConsProd_j3024_7.rcp,fct,1.0574569702148438,,,False,,,,None
8,KSD30_ConsProd,ConsProd_j3014_10.rcp,fct,5.338242053985596,0.0,1.0,True,142.0,7.746478873238777,2,"[142, 163]"
9,KSD30_ConsProd,ConsProd_j3048_8.rcp,fct,4.604734897613525,,,False,,,,None
10,KSD30_ConsProd,ConsProd_j3012_6.rcp,fct,1.439436912536621,,,False,,,,None
11,KSD30_ConsProd,ConsProd_j3029_9.rcp,fct,59.95280599594116,0.0,623.0,True,132.0,4.797979797975097,3,"[132, 136, 145]"
12,KSD30_ConsProd,ConsProd_j3017_7.rcp,fct,1.0023391246795654,,,False,,,,None
13,KSD30_ConsProd,ConsProd_j3026_9.rcp,fct,270.01105308532715,0.4608695652173913,2286.0,True,115.0,5.434782608691778,4,"[115, 121, 122, 124]"
14,KSD30_ConsProd,ConsProd_j3024_3.rcp,fct,270.009624004364,0.189873417721519,5550.0,True,158.0,12.236286919820515,3,"[158, 168, 205]"
15,KSD30_ConsProd,ConsProd_j3036_6.rcp,fct,4.578404903411865,0.0,1.0,True,133.0,2.756892230576227,3,"[133, 136, 139]"
16,KSD30_ConsProd,ConsProd_j3048_4.rcp,fct,270.0217490196228,0.1791044776119403,2201.0,True,134.0,5.863539445626307,7,"[134, 136, 136, 141, 142, 145, 154]"
17,KSD30_ConsProd,ConsProd_j301_2.rcp,fct,29.024528980255127,0.0,1356.0,True,126.0,7.5396825396825395,6,"[126, 127, 133, 137, 140, 150]"
18,KSD30_ConsProd,ConsProd_j3032_2.rcp,fct,270.0171091556549,0.13333333333333333,3639.0,True,135.0,12.888888888880732,5,"[135, 136, 160, 162, 165]"
19,KSD30_ConsProd,ConsProd_j3047_10.rcp,fct,5.40225887298584,0.0,1.0,True,155.0,10.0,2,"[155, 186]"
20,KSD30_ConsProd,ConsProd_j3039_9.rcp,fct,270.01230788230896,0.26717557251908397,3828.0,True,131.0,7.633587786259542,6,"[131, 134, 135, 137, 139, 170]"
21,KSD30_ConsProd,ConsProd_j3043_10.rcp,fct,270.01363611221313,0.12264150943396226,2397.0,True,106.0,14.779874213831071,6,"[106, 110, 114, 116, 134, 149]"
22,KSD30_ConsProd,ConsProd_j3020_6.rcp,fct,270.00786685943604,,7598.0,True,inf,,0,None
23,KSD30_ConsProd,ConsProd_j3048_9.rcp,fct,270.0099849700928,0.10596026490066225,2920.0,True,151.0,6.622516556291391,4,"[151, 155, 166, 172]"
24,KSD30_ConsProd,ConsProd_j3030_7.rcp,fct,3.50376296043396,,,False,,,,None
25,KSD30_ConsProd,ConsProd_j3018_4.rcp,fct,272.0076599121094,0.24812030075187969,9274.0,True,133.0,2.443609022556391,4,"[133, 134, 137, 141]"
26,KSD30_ConsProd,ConsProd_j3012_10.rcp,fct,8.090102195739746,0.0,1.0,True,99.0,6.3131313131279185,4,"[99, 104, 106, 110]"
27,KSD30_ConsProd,ConsProd_j3046_9.rcp,fct,38.19742512702942,0.0,1.0,True,122.0,3.551912568306011,3,"[122, 124, 133]"
28,KSD30_ConsProd,ConsProd_j3011_4.rcp,fct,271.0139739513397,,2476.0,True,inf,,0,None
29,KSD30_ConsProd,ConsProd_j3010_9.rcp,fct,272.0384249687195,0.1111111111111111,3116.0,True,81.0,26.631393298046824,7,"[81, 81, 83, 84, 88, 146, 151]"
30,KSD30_ConsProd,ConsProd_j3045_6.rcp,fct,269.0034170150757,,1576.0,True,inf,,0,None
31,KSD30_ConsProd,ConsProd_j3031_7.rcp,fct,271.00909399986267,,1987.0,True,inf,,0,None
32,KSD30_ConsProd,ConsProd_j3026_7.rcp,fct,271.0143609046936,0.34615384615384615,3149.0,True,130.0,6.923076923076846,4,"[130, 131, 132, 161]"
33,KSD30_ConsProd,ConsProd_j3028_6.rcp,fct,269.03277707099915,0.9133858267716536,2191.0,True,127.0,10.498687664036325,6,"[127, 128, 135, 140, 152, 158]"
34,KSD30_ConsProd,ConsProd_j3037_2.rcp,fct,271.01376819610596,0.3684210526315789,3686.0,True,114.0,16.315789473684212,5,"[114, 129, 133, 138, 149]"
35,KSD30_ConsProd,ConsProd_j3043_9.rcp,fct,271.0153839588165,0.1452991452991453,3357.0,True,117.0,9.743589743589647,5,"[117, 118, 122, 124, 159]"
36,KSD30_ConsProd,ConsProd_j3019_4.rcp,fct,22.525861978530884,0.0,1035.0,True,96.0,12.053571428565453,7,"[96, 97, 98, 104, 106, 106, 144]"
37,KSD30_ConsProd,ConsProd_j3036_1.rcp,fct,9.97273302078247,0.0,537.0,True,145.0,10.114942528726466,3,"[145, 155, 178]"
38,KSD30_ConsProd,ConsProd_j3025_10.rcp,fct,270.00899291038513,,2997.0,True,inf,,0,None
39,KSD30_ConsProd,ConsProd_j3032_3.rcp,fct,271.01235485076904,0.23387096774193547,2587.0,True,124.0,20.340501792114537,9,"[124, 129, 133, 134, 143, 158, 171, 175, 175]"
40,KSD30_ConsProd,ConsProd_j3031_10.rcp,fct,272.0119318962097,0.33125,2276.0,True,160.0,0.0,1,[160]
41,KSD30_ConsProd,ConsProd_j3047_6.rcp,fct,271.00991010665894,0.06306306306306306,2738.0,True,111.0,14.157014157011055,7,"[111, 114, 116, 127, 134, 138, 146]"
42,KSD30_ConsProd,ConsProd_j3038_4.rcp,fct,0.22747015953063965,0.0,0.0,True,178.0,0.0,1,[178]
43,KSD30_ConsProd,ConsProd_j3025_3.rcp,fct,271.01398491859436,,2316.0,True,inf,,0,None
44,KSD30_ConsProd,ConsProd_j3030_4.rcp,fct,271.0101361274719,0.031914893617021274,2903.0,True,94.0,24.822695035449666,6,"[94, 95, 96, 111, 144, 162]"
45,KSD30_ConsProd,ConsProd_j307_2.rcp,fct,3.233651876449585,0.0,1.0,True,111.0,0.0,1,[111]
46,KSD30_ConsProd,ConsProd_j3016_8.rcp,fct,271.0154609680176,0.21739130434782608,3528.0,True,92.0,13.695652173912796,10,"[92, 94, 96, 97, 99, 100, 102, 121, 121, 123]"
47,KSD30_ConsProd,ConsProd_j3045_4.rcp,fct,270.0106167793274,,1699.0,True,inf,,0,None
48,KSD30_ConsProd,ConsProd_j3043_6.rcp,fct,184.09875798225403,0.0,2710.0,True,141.0,4.113475177304933,5,"[141, 143, 145, 150, 154]"
49,KSD30_ConsProd,ConsProd_j3029_7.rcp,fct,9.157749891281128,0.0,1.0,True,130.0,5.7692307692109175,4,"[130, 130, 132, 155]"
50,KSD30_ConsProd,ConsProd_j303_1.rcp,fct,271.0074050426483,0.09909909909909898,6633.0,True,111.0,13.873873873873361,5,"[111, 128, 129, 131, 132]"
51,KSD30_ConsProd,ConsProd_j3034_1.rcp,fct,44.88066101074219,0.0,3359.0,True,159.0,2.201257861635001,4,"[159, 160, 161, 168]"
52,KSD30_ConsProd,ConsProd_j3036_2.rcp,fct,271.00693106651306,,13280.0,True,inf,,0,None
53,KSD30_ConsProd,ConsProd_j305_8.rcp,fct,271.0070581436157,0.6571428571428571,4583.0,True,105.0,38.73015873013819,3,"[105, 161, 170]"
54,KSD30_ConsProd,ConsProd_j3037_1.rcp,fct,272.01200795173645,,4539.0,True,inf,,0,None
55,KSD30_ConsProd,ConsProd_j309_5.rcp,fct,272.014034986496,,2623.0,True,inf,,0,None
56,KSD30_ConsProd,ConsProd_j3010_5.rcp,fct,270.01254415512085,0.26506024096385544,2154.0,True,83.0,19.449225473321864,7,"[83, 84, 85, 86, 87, 113, 156]"
57,KSD30_ConsProd,ConsProd_j3027_7.rcp,fct,68.61245918273926,0.0,1.0,True,128.0,14.218749999999408,10,"[128, 129, 130, 132, 139, 147, 156, 160, 163, 177]"
58,KSD30_ConsProd,ConsProd_j3030_5.rcp,fct,269.0289719104767,0.06015037593984962,2083.0,True,133.0,7.330827067661661,4,"[133, 133, 135, 168]"
59,KSD30_ConsProd,ConsProd_j3048_5.rcp,fct,269.01823902130127,0.016,2814.0,True,125.0,11.199999999998367,6,"[125, 125, 129, 132, 159, 160]"
60,KSD30_ConsProd,ConsProd_j308_9.rcp,fct,270.01577711105347,0.2988505747126437,5534.0,True,87.0,22.605363984673676,3,"[87, 89, 143]"
61,KSD30_ConsProd,ConsProd_j3040_5.rcp,fct,271.01104497909546,,2725.0,True,inf,,0,None
62,KSD30_ConsProd,ConsProd_j307_1.rcp,fct,13.882352113723755,0.0,1.0,True,118.0,2.118644067796586,2,"[118, 122]"
63,KSD30_ConsProd,ConsProd_j3039_6.rcp,fct,272.01397705078125,0.22424242424242424,2640.0,True,165.0,1.8181818181818181,3,"[165, 168, 171]"
64,KSD30_ConsProd,ConsProd_j309_3.rcp,fct,271.00983905792236,,2537.0,True,inf,,0,None
65,KSD30_ConsProd,ConsProd_j3048_3.rcp,fct,272.01911902427673,0.23728813559322035,3221.0,True,118.0,8.156779661013427,8,"[118, 122, 123, 123, 125, 125, 128, 153]"
66,KSD30_ConsProd,ConsProd_j3016_10.rcp,fct,4.473927974700928,,,False,,,,None
67,KSD30_ConsProd,ConsProd_j3032_1.rcp,fct,4.346636056900024,0.0,1.0,True,158.0,0.0,1,[158]
68,KSD30_ConsProd,ConsProd_j3038_10.rcp,fct,271.01394605636597,,2658.0,True,inf,,0,None
69,KSD30_ConsProd,ConsProd_j3036_5.rcp,fct,6.580211162567139,0.0,459.0,True,133.0,0.0,1,[133]
70,KSD30_ConsProd,ConsProd_j302_8.rcp,fct,6.60999608039856,0.0,272.0,True,86.0,6.395348837209283,6,"[86, 87, 88, 91, 95, 101]"
71,KSD30_ConsProd,ConsProd_j3017_4.rcp,fct,0.8899219036102295,,,False,,,,None
72,KSD30_ConsProd,ConsProd_j309_1.rcp,fct,272.01716899871826,0.19318181818181818,3064.0,True,88.0,22.727272727263742,6,"[88, 89, 98, 104, 109, 159]"
73,KSD30_ConsProd,ConsProd_j3022_8.rcp,fct,150.5688979625702,0.0,2984.0,True,126.0,6.349206349204838,3,"[126, 127, 147]"
74,KSD30_ConsProd,ConsProd_j3022_1.rcp,fct,267.00783681869507,,2865.0,True,inf,,0,None
75,KSD30_ConsProd,ConsProd_j3014_9.rcp,fct,12.397795915603638,0.0,1.0,True,105.0,14.285714285690357,3,"[105, 113, 140]"
76,KSD30_ConsProd,ConsProd_j3025_1.rcp,fct,270.01178193092346,,2199.0,True,inf,,0,None
77,KSD30_ConsProd,ConsProd_j3013_7.rcp,fct,271.0076789855957,,2945.0,True,inf,,0,None
78,KSD30_ConsProd,ConsProd_j3018_1.rcp,fct,23.787508964538574,0.0,61.0,True,100.0,6.3333333333297155,3,"[100, 108, 109]"
79,KSD30_ConsProd,ConsProd_j3015_3.rcp,fct,5.717106103897095,0.0,1.0,True,84.0,32.93650793648321,3,"[84, 124, 125]"
80,KSD30_ConsProd,ConsProd_j3039_4.rcp,fct,180.03586506843567,0.0,2806.0,True,153.0,5.228758169934641,3,"[153, 163, 167]"
81,KSD30_ConsProd,ConsProd_j302_1.rcp,fct,5.806668996810913,0.0,1.0,True,81.0,28.39506172839411,2,"[81, 126]"
82,KSD30_ConsProd,ConsProd_j3037_5.rcp,fct,59.41822099685669,0.0,1580.0,True,177.0,3.8135593220338984,4,"[177, 185, 186, 187]"
83,KSD30_ConsProd,ConsProd_j3038_6.rcp,fct,271.0203001499176,0.2647058823529412,3759.0,True,136.0,12.254901960780584,6,"[136, 144, 152, 155, 162, 165]"
